"uniqueID","siteID","SiteNo"
7629881,9092284,24
7629881,7082312,30
8688622,7911623,5
8974006,7103762,5
8974006,6604150,4
1776725,2867740,14
1776725,2941901,7
1776725,4084792,17
4289805,3828474,10
4289805,8598331,21
4289805,1878427,28
5417154,9344886,5
5417154,8602633,8
5417154,1804168,18
5417154,6362876,15
5417154,3582989,14
5417154,8191738,16
5417154,5316714,19
5417154,6331645,20
5417154,6971749,7
5417154,7449637,27
5417154,5844968,17
8973302,9219054,23
8438227,7483927,30
8438227,4372683,10
7694253,6635623,19
7694253,6621933,5
4140195,2746685,16
6107792,6012466,26
7350629,6040656,5
7350629,4001030,22
7350629,8391339,21
3704829,4296957,30
3704829,5890317,24
3704829,1537560,26
3704829,4525592,4
2593289,9115926,27
2593289,1497973,1
2593289,1671905,8
2593289,1104878,29
2593289,7075173,5
2593289,5001990,17
2593289,4251069,23
2593289,9835288,16
2593289,2409759,2
2593289,7115732,10
2593289,2334305,14
2593289,7439160,3
2593289,1673153,19
5897366,3974651,1
4092489,4314221,7
7955576,3980267,29
7955576,9246245,15
7955576,1247853,3
4220320,4362974,10
6700805,2622748,7
5652612,4297173,9
7030902,3110853,8
2433735,8638225,27
2433735,4889689,12
1214860,9650350,23
5753518,3389160,17
5753518,1066953,25
5753518,4375999,4
5753518,4014628,11
5753518,8456671,23
5753518,5119705,22
5753518,7892021,19
5753518,9822372,20
5753518,3955449,12
5753518,2089386,15
5753518,5317666,27
7886735,2371831,29
7886735,4416615,27
7886735,6351956,12
7886735,1193575,13
7886735,6746781,4
7886735,6978450,3
3704295,9270607,7
9122389,7837310,8
8888681,1934896,16
8888681,8544272,10
7530093,1609634,8
7530093,3211289,30
7530093,9561685,7
7530093,1911471,19
7530093,5945019,9
7347532,5874006,22
6018555,2712671,7
4937211,3033444,23
4937211,2180311,3
4937211,1421209,10
4752642,8454383,7
6067278,3458988,7
6067278,3430410,4
6067278,3021572,6
6067278,3571592,20
8344212,7174519,12
7656918,9297355,4
7656918,9549621,18
7656918,5306767,1
7656918,4096777,24
7656918,6477188,13
4151873,7023650,7
4151873,7486563,22
4151873,3849358,16
7472884,6079618,13
9852010,4598157,5
8677739,8912280,9
8677739,9003097,13
8677739,6989292,2
1902947,1522471,18
1902947,7795756,22
1902947,3957282,26
1902947,5599149,19
1902947,4242659,1
1902947,4746640,14
1902947,5633381,12
1902947,4181485,10
1902947,9151973,4
9506660,5457466,18
9506660,2734401,21
9506660,9765214,2
6965197,3217687,8
6965197,4889436,20
9005324,4239088,25
9005324,7075149,14
9005324,4419950,1
9005324,4056439,24
9005324,7104721,11
9005324,4760984,17
1659322,3672289,14
6058703,4534340,29
8922343,2691101,8
8922343,8006630,15
8922343,9439760,11
8922343,6479926,21
8922343,1391477,25
8922343,2705310,22
8922343,2357809,4
8922343,3138317,30
4336492,9551539,8
4336492,3859723,18
4336492,3189900,29
9703969,6362077,22
4039719,5610062,9
4039719,9990943,8
8452955,1143089,26
4737782,6338269,21
4737782,7248822,27
4737782,6785919,11
4737782,3869243,4
8927550,1122518,29
8927550,3217406,5
9876238,1663639,12
1973932,8645512,24
4544141,2383965,14
4544141,7675445,6
4544141,2341266,30
4544141,9940081,20
4544141,7514313,4
4544141,4537193,21
4544141,8967887,10
4544141,8415487,25
1776266,5441873,29
1776266,3479838,22
1776266,3562528,10
1776266,2397631,1
1776266,3341223,2
1776266,1202238,12
9879554,3995668,15
9879554,5379784,23
9879554,3740594,22
9879554,1056886,6
9879554,4875215,17
9879554,8869867,2
7270562,3069534,2
7270562,7521102,5
5960379,2985431,21
5960379,3487517,10
5960379,6445355,27
4969597,3117341,4
4969597,1208743,23
4969597,7577105,12
4969597,9908379,11
4969597,7626276,19
4969597,6877399,21
4969597,7166011,8
4969597,9276473,29
4969597,3368354,18
3392082,9484908,11
1528852,3306233,24
1528852,7790270,3
1528852,4713905,28
1528852,3048413,1
1528852,2566420,11
1528852,2101577,15
1528852,3978555,13
1528852,9044120,20
1528852,8894075,2
2214978,2571109,18
2214978,7555385,29
2214978,9520357,11
2214978,7113470,14
2214978,7746312,2
2214978,2814540,23
2214978,9896976,30
2214978,9169326,17
8958956,7894678,26
8958956,2606173,23
8958956,1486821,14
8958956,6685350,10
8958956,6498070,11
8958956,4806200,13
4725838,3919235,1
4725838,5993088,20
1167194,6684540,21
1725073,6473236,17
1725073,9889793,27
3169857,5780080,29
6745692,5894375,6
7933162,2767725,25
9262920,8965902,8
9262920,3907929,17
2309811,4277292,15
2309811,2642243,21
2309811,1213008,25
2309811,3543168,11
2309811,6318156,8
2309811,8264452,3
2309811,1571597,24
2309811,9054506,16
2309811,2034957,22
2309811,8828792,14
2309811,7664043,5
2309811,6291841,13
2309811,1627643,27
3394709,7362288,1
3394709,6051726,8
3394709,3493009,30
1519310,5789888,11
3235886,2239870,4
3235886,4734424,9
3362012,1596498,8
3362012,5289666,1
3362012,9366075,21
3362012,6901660,7
3362012,5046738,22
3362012,1481973,26
3362012,7470347,15
3362012,3731864,14
2863149,3137223,6
2863149,4142565,21
2863149,1017361,14
2863149,9657532,20
2545593,4509848,4
2545593,9900352,25
2545593,6701386,18
2545593,2642284,11
2545593,7002745,2
2545593,3912945,16
2545593,8614574,21
2545593,9027058,20
2545593,4014044,30
2545593,9663962,8
2545593,4046145,22
8651875,7332953,8
8651875,6163498,27
8651875,7905472,11
8651875,5766458,16
8651875,8570862,9
8651875,6096956,3
8651875,3039007,15
7160845,1780364,11
8202808,9305281,13
8202808,5935643,21
8202808,4311947,7
6422270,3574040,16
6422270,2587998,20
3597671,1690697,9
3597671,4935931,5
3597671,7058233,13
5484772,5907043,24
5484772,3646066,27
5484772,8613153,11
4725749,8871877,10
7111778,8693447,10
9831672,9479471,11
9831672,7244018,26
9831672,7244589,29
9831672,4436914,22
9831672,8213315,24
9831672,9489719,21
9831672,4889038,20
9831672,5292320,10
9831672,7118738,6
9831672,8487113,25
9831672,4194189,14
9831672,3183013,1
9831672,5838321,16
7087957,9335033,14
7570170,8637421,6
5586404,8176269,5
1243841,9303578,7
2851451,3271646,10
6305662,7446598,22
6914272,2625432,24
1529369,9900313,6
2163824,6896646,14
2163824,5393206,2
2163824,5053065,3
2163824,9035355,22
2163824,9908287,8
1646873,4784887,17
1646873,7597451,30
1646873,2942295,18
1646873,3222754,8
1646873,5676768,12
1646873,7306598,4
1646873,3746433,27
1646873,4668208,1
1646873,6649829,3
1646873,1535965,20
6271544,6223418,28
3236158,6162957,5
4594983,4789074,18
3132325,2863768,14
8676021,4360567,28
1434795,5073191,16
1434795,5357077,14
1434795,7106270,15
9205285,8833568,17
9205285,3714677,20
9205285,6490885,6
9205285,3699567,28
9205285,6799639,2
9205285,3980638,9
9205285,8330711,26
9205285,6459678,27
9205285,7998039,18
9205285,6031300,11
4326087,5751046,18
4326087,8728920,3
4326087,4000760,12
4326087,2901341,6
4326087,1891629,26
4326087,9363491,10
4326087,9360438,13
4326087,9303831,20
4326087,3574516,9
5619283,2974263,17
5619283,6130736,9
5619283,1939876,21
2796632,5254295,15
8870959,5462726,7
8546628,3156101,1
6487814,4629179,26
7038884,2325688,19
7038884,3234516,18
3616043,5680047,2
3616043,9984314,25
3616043,2058243,20
3616043,5856948,19
3616043,8059165,17
3616043,9228617,16
3616043,8643372,9
2979257,7099099,12
3916770,9318799,24
1396864,4673453,11
8070506,4594398,27
8070506,2819754,20
8070506,8573399,12
8070506,9705504,30
4202075,4975838,18
4202075,4410592,11
4202075,9352762,9
4202075,1662974,16
4202075,9594349,15
4202075,5888121,3
4202075,3332618,12
4202075,9957119,14
4202075,1475450,8
4202075,5554818,1
4202075,9017503,28
4202075,5997929,4
5186492,3237114,20
4171793,1780731,5
6512158,7951417,26
6512158,9730560,14
6512158,2403014,16
6512158,3509185,15
6512158,9624795,28
6512158,2555270,3
6512158,8671925,29
6512158,6995530,9
8800117,9398403,11
4469789,7872562,17
4469789,4662960,7
1003684,1675687,7
1003684,5000779,29
2493873,4711799,30
2493873,5671653,10
2493873,9970027,13
2493873,4129433,21
2493873,4336977,9
2493873,4912637,2
9031303,6980831,30
9031303,5636019,25
5562167,8742064,30
9751660,8930842,16
9751660,9813226,8
3403401,7416490,8
3834466,5090883,15
3272762,8276347,12
2008530,2570746,23
5962903,2618193,18
3055946,8151062,9
3055946,9181145,3
3055946,1086663,29
3055946,8221718,28
3055946,4474778,21
3055946,2264462,17
3055946,9659929,16
3055946,7890668,26
3055946,2404535,27
3055946,3097234,6
3055946,6693117,20
3055946,7206209,12
3055946,4780558,25
2193420,3070233,22
2193420,9366233,5
2193420,6456232,23
2193420,6442185,18
2193420,4902946,15
2193420,5550698,8
2193420,3441043,28
2193420,3257393,10
2193420,2404382,29
3627210,7074986,2
4280937,4341258,13
6570472,2313702,18
3062599,4452053,10
3062599,3663309,13
6187967,2880273,17
6187967,7288360,3
6187967,3293032,23
3241703,7314263,29
3241703,5945058,27
2790229,1767052,18
2790229,4284051,28
9014440,8929607,12
9014440,8480735,22
1865234,5343669,7
4089915,3455071,13
1970122,8903425,2
4367954,8413320,7
9399384,6202342,5
1430110,1853732,25
7588125,9897047,15
7588125,2070645,4
4808697,3592180,26
4808697,6840755,18
4808697,7262267,19
4808697,1840545,2
4808697,5242709,11
4808697,8179788,4
4808697,4661912,29
4808697,1877227,15
4808697,5522412,9
2709439,4458902,7
7133655,4799799,11
7133655,5461088,4
7133655,2903585,17
7133655,1727325,3
7133655,9336579,30
7133655,9307755,13
7133655,3277790,10
6529729,7132800,9
6197196,1440959,21
6197196,5156568,24
1395269,4347306,8
6738165,8880049,25
5684530,6594462,2
6130746,8253398,9
6130746,5739655,15
6130746,3279084,12
6130746,8186583,29
6130746,1045015,5
6130746,3389206,18
6130746,2896818,28
6130746,2497034,4
6130746,9740524,21
1533287,7940371,30
1533287,9461730,25
9437154,1946294,14
3725575,8147742,5
5921455,8669535,9
5921455,1505076,19
7356939,5116485,25
8690394,9556128,6
1374432,1333436,27
7520491,3021704,1
7520491,3080949,4
6147025,7466476,9
6147025,6182720,28
7915557,6410705,28
8840536,8609931,9
8840536,1178476,13
8840536,5635403,30
8840536,6044769,18
8840536,1903254,20
8840536,3505283,25
8840536,7311746,24
8840536,3748319,10
1651923,3771027,4
4202734,6897786,3
4202734,6365292,11
9334327,6442584,13
5009345,9853240,11
7309849,5762133,13
9441038,6588051,21
1595911,8368090,22
1595911,4260364,4
6918457,2317750,19
6918457,8155582,22
6918457,5328060,4
1902829,8712242,29
3701911,4846929,19
3701911,5074024,5
1818281,2830112,14
6243591,4980125,5
6616192,5733134,1
5455587,5166701,29
5455587,3533489,27
8332464,8863307,28
8332464,4932848,5
1696543,1912189,28
3113838,1601536,6
7541751,2345049,6
1994587,6687654,6
3799029,8339938,14
8118925,2485700,30
7181340,2275305,8
2543776,7205557,18
1438593,8003804,17
4173858,6366428,12
5904898,6730917,12
5904898,3782192,19
5904898,5013929,29
5904898,3082267,17
5904898,7003863,22
4753993,6996819,2
7242457,2485923,11
7242457,7677588,19
6022220,2724422,30
6088756,5288637,9
1001618,8531470,30
7185815,4787844,5
7185815,6018621,17
3238244,6258971,27
4838957,5169627,28
4838957,1491324,1
4838957,6535694,29
4838957,9646654,12
4838957,9958606,15
8529706,8351243,9
5083593,7880648,23
1553697,9492234,29
1553697,1126484,27
5823396,6281041,21
5823396,2733634,10
5823396,9989964,28
5823396,8632726,2
8640084,9597872,10
4306693,5880129,17
4306693,4017562,18
4306693,4697289,20
1887257,8970984,10
1887257,7374244,21
1887257,4123721,19
1887257,6268971,5
1887257,4222583,13
1887257,1190116,14
1887257,7382300,26
6885066,1049481,30
6885066,4335638,7
6885066,7602566,11
7414294,6585147,30
7414294,1759551,10
7414294,1248367,12
7414294,3901819,17
7414294,6376565,14
7414294,3093038,16
7414294,8525439,22
9010095,4996855,30
9010095,6632373,11
9010095,1143130,7
9010095,6936208,29
9010095,9112199,20
9010095,3454140,5
9010095,7621509,16
9010095,2678950,3
9010095,4373964,23
9010095,8626941,17
9340949,6074166,23
8282945,4500821,8
9302761,5093220,30
9302761,3585749,7
4236441,4721408,20
4236441,3926643,12
5695182,3841438,3
6964358,1388635,23
6833197,1149587,15
6833197,9313286,5
6833197,2622723,4
6833197,7711516,1
6833197,1427683,10
6833197,1384487,7
5238940,1679214,7
9596005,8072748,9
9954971,5985226,14
9954971,1093843,28
1652064,5415587,10
8586517,6251261,20
4734154,5354894,3
4734154,8743071,28
4760528,9717200,5
3331115,8916533,29
7977375,6233401,9
6722052,2555538,29
9014312,1976591,12
8503749,9938541,14
9620940,4687375,29
1032507,4040528,6
1032507,3456485,26
1032507,5608508,4
1032507,4026135,27
1032507,7504249,7
1032507,6724405,23
1032507,3617200,20
1032507,2688075,22
3202161,2863857,23
3202161,1402131,20
3202161,9926530,8
2060005,6991324,13
2060005,4947731,21
8946982,7669994,8
2313635,5830083,20
7600452,2937817,20
4591104,6440943,12
4591104,9231720,20
2521579,7472256,15
2521579,6205672,24
9030348,7882976,8
9030348,8958235,5
5519353,6733096,3
2389727,5316817,11
5319827,2677595,10
1424133,3764067,19
1424133,1240351,2
1424133,8830347,24
8520243,3508930,18
8520243,7595102,14
8520243,6064534,8
1488283,8198980,8
8445444,8835998,1
8445444,4695349,30
8445444,7237667,18
1154247,5409757,28
5875709,4943532,3
5875709,2576720,23
2427981,8050729,11
9860992,1629201,12
6811780,7937462,17
6811780,1461096,2
4382567,6571731,29
4382567,2988395,3
4382567,5118656,11
4382567,5978716,12
7503103,7646684,26
8307296,1196574,10
7554213,9810151,21
7554213,1128601,2
7554213,6224910,16
7554213,3542274,7
7554213,1922332,24
7554213,2021736,27
7554213,3063152,19
7554213,6451301,10
4356045,8926446,1
4356045,5929201,10
4356045,1982041,16
5099945,1857527,9
5099945,5481546,8
5099945,7379394,7
5099945,5575522,27
7587284,3514835,23
7587284,9316659,14
6471548,2511369,17
6471548,8466336,26
5597533,3792828,21
1476147,7599937,5
1476147,4244824,13
7661530,5629214,3
6745985,2363501,2
6745985,9951255,17
6749264,1722402,3
6749264,4847363,6
6749264,1766748,19
6749264,9073735,21
6749264,5947316,2
6749264,4764883,8
6749264,5723541,25
6749264,1986987,20
9906998,6798018,5
9906998,4243288,8
9906998,8550015,2
9906998,2111355,24
9906998,4693604,27
9906998,7768844,3
9906998,6557319,6
9906998,7425330,10
9906998,6185880,21
9906998,8341877,26
9906998,4158776,11
9906998,6244355,15
9906998,7747805,29
6141677,7984935,14
1814735,2055296,19
1814735,9320282,5
1814735,2993021,26
4640155,7973659,4
4640155,7452372,20
4640155,5028138,30
4640155,9950848,25
4640155,1692087,16
4640155,8878387,24
4640155,1166331,28
4640155,6445485,7
4640155,6957211,3
4640155,2655824,21
4640155,4917440,22
4640155,8809406,6
3346834,6813732,3
7522561,6400204,7
7522561,5784462,3
7522561,9514576,12
7522561,6862560,5
7522561,3395919,16
7522561,3939052,24
7522561,5721678,28
7522561,9913386,8
7522561,7254693,19
7522561,8926379,30
7522561,6391370,11
8881287,9195011,9
5902941,2454504,15
5902941,2163706,5
5902941,5304586,24
5902941,5843344,27
5195714,9426462,12
9337043,1725365,20
9337043,8805242,14
7979006,4197833,5
7979006,2097572,14
7979006,3862308,19
7252844,5475575,27
7252844,1153028,9
1161094,3573603,30
1161094,7182602,5
1161094,8128480,9
1161094,5172447,29
1161094,3123945,7
5163360,6949370,23
8345142,3592494,8
8345142,5038080,15
8345142,1318426,26
8345142,5574264,10
9735290,4148106,30
9735290,2212597,26
6485155,2389534,23
6485155,6096728,27
4217636,7963129,20
2011314,9138524,12
1606857,3570965,21
4054130,2509204,21
7216028,8162695,20
7966917,4233212,12
3292102,2348827,29
9178605,5939834,16
6313243,3543981,7
1805107,7558939,23
4027994,6386133,1
4027994,8766103,2
4027994,7149584,24
4966616,7723832,17
8580369,3317701,12
8580369,4251458,22
8580369,2871025,19
8580369,1515970,18
8580369,9480306,30
1644083,9635052,5
1644083,5290759,25
1644083,8345007,20
1644083,7360445,30
1644083,8922158,18
1644083,8438101,24
1644083,8170837,16
1644083,9954795,26
6777638,4230544,12
6777638,4510463,26
6777638,2820389,10
2872370,2479484,11
9063033,2125289,8
9063033,8469243,19
1682815,7275990,22
1682815,6591151,21
5566269,2156003,17
5566269,6308800,16
5566269,2452440,6
5566269,5323758,15
5566269,7950845,23
6893646,3671912,10
2733165,2758020,27
7512619,6061974,12
2872300,3249043,17
2872300,6535493,19
2872300,2074446,22
9107204,5901869,13
8517209,3807870,18
8517209,6294901,25
8517209,4921576,2
8517209,2369695,20
8517209,1927947,13
8517209,5422609,12
8517209,4335690,23
8517209,2171584,1
8517209,2154326,29
8517209,4236907,19
2586709,5727088,10
2586709,3249367,24
6470586,2260294,3
8009218,8830752,16
9240607,2254340,21
9240607,1036827,15
9240607,7109029,18
9240607,8604312,11
9240607,9890056,14
1112029,5645281,10
1112029,1121749,8
4702318,5044959,23
1027550,6240893,19
1595144,7832584,15
7271785,6280950,8
8951288,8741187,3
2873363,7451568,24
2873363,9762577,6
2873363,6176591,7
4494197,9227356,8
1846681,2964181,12
1846681,7356792,29
1846681,9447317,21
1846681,6312325,7
1846681,2274298,8
7232883,1765461,18
2083788,4832581,8
2083788,6762395,11
2083788,4015899,30
2083788,5526910,28
2083788,8683149,24
2083788,7600758,18
8370119,9548736,22
8370119,1525336,19
2337103,1032146,18
2337103,1296583,9
2337103,8261346,24
5682228,4867080,12
8155719,3086553,9
8155719,8971598,25
8155719,6657615,1
8155719,8830141,19
8155719,5850679,23
8155719,2255382,7
8155719,4203843,16
9640298,9760450,28
9640298,1110937,26
7944297,8315571,11
3120229,4740722,2
3120229,1088579,30
3120229,2660786,21
7774284,7144318,7
7774284,6630053,14
7774284,1582489,25
7774284,7819505,3
7774284,4676018,8
7774284,7404728,5
7774284,5518099,12
7774284,3937411,27
7774284,9347165,13
7774284,7898033,30
3127970,7810026,2
3127970,9911459,3
3127970,8785970,21
3127970,8637793,7
3127970,1284799,5
3127970,3413838,28
3127970,8962600,25
3127970,9911671,15
3127970,2620769,26
3127970,7781435,6
6745050,4545352,5
1856442,4659616,12
1856442,1507101,5
1856442,9198893,3
1856442,4417780,13
1856442,4557163,23
1856442,1168338,11
1856442,9125701,6
1856442,9371257,16
1856442,4839767,27
1856442,7568599,17
1856442,9685259,21
1856442,6229614,19
1856442,8615432,4
2393973,4421067,26
2393973,3902795,20
4952482,5965917,21
4952482,4810329,1
4952482,4183312,13
4952482,6178104,8
4952482,3832409,26
4952482,5558612,24
4952482,1164203,10
4952482,4242886,4
4952482,3915331,22
4952482,3740414,3
7845594,9937492,1
7818588,4142894,5
7818588,7046637,9
2521151,6887790,15
2023116,4884865,20
7405570,6644346,3
7405570,2421186,25
7405570,4898960,10
7405570,1215133,1
7405570,9086850,13
7405570,5535326,12
5230585,3696090,8
5230585,2204188,21
5230585,2291517,3
5230585,4946765,26
5230585,5623796,4
5230585,8452730,6
5230585,9080969,18
5230585,6342005,7
5230585,5113671,22
5230585,9152416,5
5230585,7261577,9
5230585,3217896,11
5230585,8063390,25
9899721,9703558,5
2851633,8126599,5
2851633,1346784,10
2851633,4673557,6
6461430,1465492,10
6461430,8591474,6
6461430,3836477,16
6461430,7525686,12
6461430,7421801,23
6461430,7516214,21
6461430,2200793,17
6461430,4374945,20
6461430,2243009,25
6461430,2820357,4
6592017,3508918,24
6592017,5954275,10
6592017,3668268,7
6320728,7549805,27
3438242,1263966,29
3438242,9477411,28
3438242,9446781,13
3438242,8640307,23
3438242,9610538,15
2520046,9502801,6
2520046,2058593,29
2175526,3084063,21
1503451,7775102,10
1503451,2674910,27
1503451,1491941,16
1503451,9636942,12
8908745,9040041,14
8908745,2077300,25
8908745,2099235,8
8908745,3329161,17
8908745,6635894,9
8908745,1268777,7
8908745,6566325,1
8908745,5243181,18
8908745,7851253,26
7687586,3570342,15
4626557,4837646,1
4626557,4328490,6
4626557,3687947,26
4626557,9768952,4
4626557,4768757,3
4626557,2702276,19
4626557,8892647,13
4626557,1902038,22
3606721,1808524,5
9566615,8139943,16
9566615,2346799,26
2713395,8676098,8
2713395,6104790,23
2713395,5894782,13
7728769,4413903,6
8969671,1137377,25
8969671,6786599,19
8969671,4417143,27
5087562,4775170,12
2783651,8332271,22
4544901,3363402,21
4544901,3431065,12
4544901,6197637,7
4544901,7532273,13
4544901,5847004,23
6492770,7223509,20
6492770,3052786,3
6492770,7749256,19
1728761,2658091,7
9846295,4956837,14
9846295,5687980,19
8061282,6998590,3
8061282,5488187,29
1161402,2474799,5
8543715,6015438,30
8543715,8806779,7
3672316,4080139,25
3684510,4236489,6
8225997,1692962,28
8225997,6184970,5
8225997,3993757,30
8225997,5793325,8
8225997,6466561,27
8225997,1025814,21
8225997,7029449,12
8225997,8881914,16
8522577,4915966,19
8522577,4054148,4
4985975,6442223,17
2007583,3631127,16
2007583,3612797,21
2400091,8262082,25
1262588,3304275,6
1262588,9200750,10
1262588,9031012,11
1262588,9403161,27
2424649,8321659,5
8177601,5639954,3
8177601,5835232,20
8177601,9457660,16
8177601,5701062,27
8177601,3150129,19
8177601,1315531,28
8177601,1716291,1
8177601,9601591,21
8069003,2802447,21
8069003,3110803,24
3853526,3539020,24
3853526,5336774,7
3853526,1265294,17
1342371,9520581,25
1342371,1548388,22
5210967,6231893,6
8135936,3510639,27
3461321,5473882,21
1299328,1819838,21
1299328,5604397,6
1299328,6808024,18
1299328,7036392,8
1299328,8079120,29
1299328,2145235,10
1299328,9796893,5
1299328,4989777,17
1299328,3292687,24
6603587,1481202,23
1397537,7570499,1
1397537,7415350,25
1397537,4232192,27
1786780,2975082,2
1786780,7097362,9
1786780,9336496,26
1786780,6830660,18
1786780,2919533,29
1786780,6104580,28
1786780,1958922,6
1786780,8150309,16
1786780,8244794,15
1546980,1911113,27
3037682,5712320,15
3037682,2766943,20
3347362,9938192,2
3222176,2374711,24
3222176,2066856,3
3222176,5325098,5
4239000,9650893,15
4615594,8163474,14
4615594,5422573,23
4615594,3185802,11
8620773,7109804,3
4469585,9731006,27
4469585,2007981,9
4469585,2365576,29
4469585,2878721,8
4469585,3444472,30
4469585,9706909,10
4469585,7215671,14
4469585,4315130,1
4469585,1991086,22
4469585,6725892,2
4469585,9032654,18
4469585,5728677,3
2609735,2754169,9
3870408,2686766,28
3870408,6407454,23
3870408,6613037,12
3870408,6442417,24
3870408,9408232,17
8001292,9906193,30
4168115,9134276,5
4168115,9657830,11
3353128,6575989,29
3353128,1797975,20
7098799,2455965,12
9417155,4413468,30
8586693,9560405,23
7682599,8588960,21
7682599,9253801,1
7682599,3598625,28
7682599,7839877,30
7682599,4590648,19
7682599,2355283,7
7682599,5886714,25
4316329,8665531,4
4316329,8159775,20
4316329,1917806,13
9301015,2393065,6
1199191,8534330,11
1199191,8516096,15
7799672,8474067,18
7799672,2322759,14
7017868,5152202,24
6312928,1417724,17
6312928,6790379,3
6312928,8298734,2
3884501,4610252,6
3884501,1716253,5
1620135,5508512,22
1620135,1158073,27
1620135,9651568,25
4875760,3813133,9
4875760,8220820,25
8377896,9696914,13
8377896,7914422,15
8377896,9046546,27
8377896,9456772,21
8377896,3230380,24
8377896,9760634,16
8377896,7182408,6
8377896,6982290,14
8377896,6921481,4
8377896,4305188,7
8377896,1210492,19
8377896,1482035,30
6578804,2565351,23
6578804,3124393,1
6578804,8784118,4
6578804,9312375,26
6578804,3714608,2
6578804,6403192,12
2331227,7479658,11
5364614,9658686,23
5364614,8792925,14
5364614,6145217,29
1974397,1326183,27
1974397,8658567,5
1974397,9979976,30
9664011,5700571,18
3892367,7958034,27
1168882,1375630,22
7188755,6653243,8
7188755,4527421,22
7188755,8946145,11
7606521,5343675,24
7606521,4384935,21
8649130,5421456,15
5711311,9843306,15
1459551,1816606,20
6547192,1304608,27
4806094,1132309,15
4806094,5737903,1
4806094,3355104,16
4806094,9342895,7
7313448,6649411,14
1854347,8801233,9
1854347,4907071,30
1854347,8331376,6
1854347,9838573,22
1854347,4788120,20
1854347,5028352,2
1727641,3136761,8
1727641,2851850,29
8232883,8288089,23
8232883,9478613,4
8232883,4820938,5
8232883,5091818,6
8232883,6699976,21
8232883,9339785,22
8232883,2742880,15
8232883,1365173,3
8232883,6272431,18
8232883,9636175,20
8232883,1827820,9
3661807,9330703,8
9662841,1178618,7
3430076,1984197,15
3430076,4550528,11
3430076,2161580,28
3430076,5412275,14
3430076,4025979,16
3430076,6175697,8
3430076,1875336,20
3430076,3149784,3
4783286,9678082,11
4783286,1946020,18
4783286,6751633,28
4783286,7401850,16
4783286,7925361,22
4783286,7772327,15
4783286,5906215,14
1448035,8119652,10
1448035,8100241,2
1448035,3897131,29
2989751,7340287,15
5768015,5438370,15
5768015,8245644,25
5768015,1536213,19
5768015,8024733,21
5768015,1037438,14
5768015,9734024,29
5768015,4829258,27
5768015,5343590,5
4088847,9461191,28
4088847,6724958,27
4088847,6743639,22
4088847,1449044,29
4088847,1152479,16
4088847,4964203,12
6865303,5594779,3
3293255,6050791,13
3293255,7359041,15
3293255,5869900,17
3293255,6061156,9
3293255,3529590,25
3293255,4400440,30
3293255,1677641,12
8916351,5838063,18
2595502,5956264,13
2595502,3671952,1
2595502,6896656,26
2595502,4049008,20
5583106,7959604,19
5414471,3791457,6
1171578,9425312,21
9820016,6713265,20
9820016,6672032,12
9820016,8026872,16
9820016,3012155,9
9820016,8675479,18
9820016,3253634,19
9820016,6317031,6
9820016,3480764,7
3346463,4247119,26
3346463,7270314,29
2179436,5456808,26
3448087,1926054,18
2590585,5717196,4
2590585,9841287,5
3340081,8526044,20
3340081,1225850,6
3340081,9303573,26
9168084,2093301,30
9168084,8988231,8
9168084,3221384,17
9168084,1805312,16
9168084,3215923,4
9168084,4329475,3
9168084,3405718,26
9168084,7289841,22
9168084,7361080,7
8916958,9515519,7
7256390,4003932,1
7256390,5725916,18
7256390,6954962,19
7256390,5611668,27
4766272,3748542,12
4766272,8582383,3
4766272,9585001,25
4766272,8357664,6
4766272,5309464,24
7396391,9965080,30
7396391,9956351,6
7396391,1744291,2
7396391,7819171,26
7396391,1502151,4
7396391,7866774,21
7396391,7694398,23
7396391,9128240,20
7396391,1572781,18
7396391,4691279,15
7008588,9720926,30
7008588,4134967,27
7008588,1093656,5
7008588,7550196,24
7008588,3269801,20
7008588,2717585,23
7008588,3741738,10
8589544,2455766,20
3570065,2533911,15
8694356,1058418,29
8694356,8915202,14
8694356,2764912,13
8694356,6579613,30
8694356,3036810,12
6015041,5714188,22
4938930,4709068,29
3985212,8075564,20
1503028,4344636,15
5314081,4891892,19
5314081,4536584,30
5314081,5302323,1
5314081,3519030,2
5314081,5879728,15
5314081,4350732,3
1735400,6582057,5
1735400,5374247,17
1735400,6219405,29
1735400,5294280,26
1735400,6673469,3
4504435,8177754,23
4504435,5128948,25
3679339,9534947,18
3679339,9693002,14
3963519,4778919,22
3963519,2296890,2
3963519,1313704,6
3963519,6449682,12
3963519,5246759,27
3963519,4027830,8
3963519,4864754,29
3963519,1859385,21
3963519,5249022,15
3963519,9014924,25
3963519,5277387,23
3963519,6569642,9
3963519,6244170,3
6474011,8469588,7
7738823,6710549,24
9659463,7264712,24
7903009,5352109,25
9961220,9880228,2
9961220,6179670,1
8551594,6864147,30
9224140,2906440,2
1835912,5872871,20
1835912,9562814,14
1835912,7300033,30
1835912,4298809,8
1835912,1079512,18
1835912,9556499,15
6994270,3193253,14
6994270,8017875,5
8372311,1875362,24
8372311,2646709,29
9879831,8307269,25
6016400,9573845,13
6016400,1609951,6
6016400,7878117,11
6016400,6850306,1
6016400,1607059,29
6016400,3594057,3
6016400,4418980,15
4470501,2540461,9
6607792,9691752,4
6607792,7175147,8
6607792,6416145,17
4496785,9982800,15
4496785,1135025,10
1223797,7201335,4
